Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Adama Traoré,es ESP,FW,Fulham,28-217,1996,2,2,145,1.6,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,7,6,16,0.00,0.62,0.62,0.00,0.62,0.19,0.54,0.73,0.19,0.73,Matches,,,,,,,
Kieran Trippier,eng ENG,DF,Newcastle Utd,33-345,1990,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Leandro Trossard,be BEL,FW,Arsenal,29-269,1994,2,0,37,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,3,2,2,2.43,0.00,2.43,2.43,2.43,0.45,0.00,0.45,0.45,0.45,Matches,,,,,,,
Kostas Tsimikas,gr GRE,DF,Liverpool,28-109,1996,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Axel Tuanzebe,cd COD,DF,Ipswich Town,26-289,1997,2,2,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,
Destiny Udogie,it ITA,DF,Tottenham,21-275,2002,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,11,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Virgil van Dijk,nl NED,DF,Liverpool,33-052,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
Jamie Vardy,eng ENG,FW,Leicester City,37-231,1987,2,2,148,1.6,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,0,3,8,0.61,0.00,0.61,0.61,0.61,0.49,0.00,0.49,0.49,0.49,Matches,,,,,,,
Renato Veiga,pt POR,DF,Chelsea,21-031,2003,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Joël Veltman,nl NED,DF,Brighton,32-227,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,,,,,,,
Micky van de Ven,nl NED,DF,Tottenham,23-132,2001,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,12,0,0.00,0.50,0.50,0.00,0.50,0.00,0.13,0.13,0.00,0.13,Matches,,,,,,,
Jannik Vestergaard,dk DEN,DF,Leicester City,32-026,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Guglielmo Vicario,it ITA,GK,Tottenham,27-327,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Kyle Walker-Peters,eng ENG,DF,Southampton,27-138,1997,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,14,18,9,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,,
Christian Walton,eng ENG,GK,Ipswich Town,28-294,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Aaron Wan-Bissaka,eng ENG,DF,West Ham,26-277,1997,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
James Ward-Prowse,eng ENG,MF,West Ham,29-302,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Ollie Watkins,eng ENG,FW,Aston Villa,28-243,1995,2,2,125,1.4,0,0,0,0,0,0,0,0,0.9,0.9,0.1,0.9,1,0,4,0.00,0.00,0.00,0.00,0.00,0.62,0.04,0.67,0.62,0.67,Matches,,,,,,,
Adam Webster,eng ENG,DF,Brighton,29-238,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Danny Welbeck,eng ENG,FW,Brighton,33-277,1990,2,2,168,1.9,2,1,3,2,0,0,0,0,1.3,1.3,0.2,1.5,3,5,5,1.07,0.54,1.61,1.07,1.61,0.70,0.11,0.81,0.70,0.81,Matches,,,,,,,
Timo Werner,de GER,MF,Tottenham,28-176,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Adam Wharton,eng ENG,MF,Crystal Palace,20-088,2004,2,2,163,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,14,1,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22,Matches,,,,,,,
Ben White,eng ENG,DF,Arsenal,26-326,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,14,6,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,
Mats Wieffer,nl NED,MF,Brighton,24-287,1999,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.00,1.00,1.00,0.00,1.00,0.00,0.07,0.07,0.00,0.07,Matches,,,,,,,
Neco Williams,wls WAL,DF,Nott'ham Forest,23-138,2001,2,2,180,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,4,3,8,0.00,0.00,0.00,0.00,0.00,0.16,0.10,0.26,0.16,0.26,Matches,,,,,,,
Joe Willock,eng ENG,MF,Newcastle Utd,25-009,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,4,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches,,,,,,,
Harry Wilson,wls WAL,FW,Fulham,27-160,1997,2,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Harry Winks,eng ENG,MF,Leicester City,28-209,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,,,,,,,
Yoane Wissa,cd COD,FW,Brentford,27-361,1996,2,2,155,1.7,1,1,2,1,0,0,1,0,1.0,1.0,0.1,1.1,3,3,3,0.58,0.58,1.16,0.58,1.16,0.58,0.05,0.63,0.58,0.63,Matches,,,,,,,
Chris Wood,nz NZL,FW,Nott'ham Forest,32-266,1991,2,2,146,1.6,1,0,1,1,0,0,1,0,0.9,0.9,0.7,1.7,1,1,4,0.62,0.00,0.62,0.62,0.62,0.58,0.46,1.04,0.58,1.04,Matches,,,,,,,
Luke Woolfenden,eng ENG,DF,Ipswich Town,25-313,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Ryan Yates,eng ENG,MF,Nott'ham Forest,26-282,1997,2,0,101,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,5,7,0,0.00,0.00,0.00,0.00,0.00,0.23,0.13,0.36,0.23,0.36,Matches,,,,,,,
Ashley Young,eng ENG,DF,Everton,39-051,1985,1,1,65,0.7,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,,,,,,,
Illia Zabarnyi,ua UKR,DF,Bournemouth,21-363,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Oleksandr Zinchenko,ua UKR,DF,Arsenal,27-258,1996,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Joshua Zirkzee,nl NED,FW,Manchester Utd,23-099,2001,2,0,75,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,0,1,2,1.20,0.00,1.20,1.20,1.20,0.09,0.09,0.17,0.09,0.17,Matches,,,,,,,
Martin Ødegaard,no NOR,MF,Arsenal,25-256,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,6,16,8,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.23,0.14,0.23,Matches,,,,,,,
